zona_id,parroquia_sat,fuente_margen,poblacion_total,poblacion_votante,censo_nbi_pobreza_pct,tasa_desempleo_pea,censo_edad_15_29_pct,censo_hombres_pct,joven_hombre_pct,joven_mujer_pct,joven_pobre_pct,joven_no_pobre_pct,margen_usado,indice_afinidad,e_votos_afines
50-061,Quito,real_barrio_cne,2357,1826,0.1302503182011031,0.11517509727626458,0.2613491726771319,0.49045396690708526,0.1357658039881205,0.12558336868901146,0.03818413237165889,0.22316504030547307,0.3121550160188366,0.595393783686324,1087.1890490112276
50-395,Quito,real_barrio_cne,3076,2386,0.12858072916666666,0.11013215859030837,0.26983094928478546,0.479518855656697,0.12971391417425226,0.14011703511053317,0.026657997399219768,0.24317295188556567,0.2096615562626555,0.45473819719838554,1085.0053385153478
50-476,Quito,real_barrio_cne,4507,3291,0.06279121366762813,0.1140495867768595,0.2438429110272909,0.47304193476813844,0.11426669625027734,0.12957621477701353,0.015309518526736189,0.22853339250055468,0.1172714411348602,0.3279478062807397,1079.2762304699145
50-098,Quito,real_barrio_cne,2153,1812,0.14305620065025546,0.08174603174603175,0.222480260102183,0.4528564793311658,0.10171853228053879,0.12076172782164422,0.03158383650719926,0.19089642359498374,0.3121550160188366,0.595393783686324,1078.853536039619
50-486,Quito,real_barrio_cne,4653,3363,0.1404905335628227,0.10269058295964126,0.26713947990543735,0.4831291639802278,0.13238770685579196,0.1347517730496454,0.03438641736514077,0.23210831721470018,0.1117982324572535,0.32043671846741983,1077.6286842059328
50-412,Quito,real_barrio_cne,3112,2363,0.06298200514138817,0.07971445568114217,0.2474293059125964,0.4685089974293059,0.12660668380462725,0.12082262210796915,0.012210796915167094,0.2352185089974293,0.2096615562626555,0.45473819719838554,1074.546359979785
50-051,Quito,real_barrio_cne,3776,2917,0.13159989387105334,0.088491517652453,0.2489406779661017,0.4729872881355932,0.12129237288135593,0.12764830508474576,0.031514830508474576,0.21716101694915255,0.1464780130293159,0.36802907106475014,1073.5408002958761
50-003,Quito,real_barrio_cne,4058,2916,0.19120553359683795,0.1707438841737394,0.28881222276983737,0.4874322326269098,0.14243469689502217,0.14637752587481517,0.05224248398225727,0.23607688516510597,0.1464780130293159,0.36802907106475014,1073.1727712248114
55-028,Calderón,real_parroquia,4041,3135,0.06731007176441475,0.1091148115687993,0.2625587725810443,0.47884187082405344,0.1267013115565454,0.1358574610244989,0.019549616431576343,0.24300915614946794,0.1266315416264707,0.3407930202813737,1068.3861185821065
50-269,Quito,real_barrio_cne,2401,1890,0.10162432319866722,0.13063063063063063,0.26697209496043317,0.48854643898375677,0.1407746772178259,0.12619741774260726,0.025406080799666806,0.24156601416076634,0.2855555061574712,0.5588902870852502,1056.302642591123
50-268,Quito,real_barrio_cne,2414,1885,0.06379453189726594,0.08448415922014622,0.23487986743993372,0.49585749792874895,0.11764705882352941,0.11723280861640431,0.012427506213753107,0.22245236122618062,0.2855555061574712,0.5588902870852502,1053.5081911556967
50-407,Quito,real_barrio_cne,3121,2312,0.07241268824094842,0.14894859813084113,0.2826017302146748,0.474847805190644,0.13841717398269784,0.14418455623197693,0.014738865748157642,0.26786286446651714,0.2096615562626555,0.45473819719838554,1051.3547119226673
50-245,Quito,real_barrio_cne,2549,2065,0.10592389172224402,0.09152798789712557,0.2569635151039623,0.4778344448803452,0.13887799136916437,0.11808552373479796,0.029423303256178895,0.22754021184778345,0.2491197815621182,0.508888187202352,1050.8541065728568
55-001,Calderón,real_parroquia,3957,3082,0.05357594136972454,0.12603938730853392,0.25802375537023,0.4778872883497599,0.1324235531968663,0.12560020217336365,0.010361384887541066,0.2476623704826889,0.1266315416264707,0.3407930202813737,1050.3240885071937
50-235,Quito,real_barrio_cne,2657,2010,0.27060594655626646,0.16005873715124816,0.25479864508844563,0.4734663153933007,0.12194203989461799,0.13285660519382764,0.07150922092585622,0.1832894241625894,0.2588697583477287,0.5222684429404858,1049.7595703103764
50-392,Quito,real_barrio_cne,2990,2299,0.037123745819397994,0.09526627218934912,0.26053511705685617,0.47190635451505014,0.12508361204013377,0.1354515050167224,0.007692307692307693,0.2528428093645485,0.2096615562626555,0.45473819719838554,1045.4431153590883
50-006,Quito,real_barrio_cne,3917,2837,0.14373244830227214,0.1082995951417004,0.27112586162879754,0.49119223895838654,0.13556293081439877,0.13556293081439877,0.034209854480469745,0.2369160071483278,0.1464780130293159,0.36802907106475014,1044.098474610696
55-004,Calderón,real_parroquia,4215,3041,0.23938315539739027,0.15433499773036768,0.2948991696322657,0.4979833926453143,0.14638196915776988,0.14851720047449585,0.06405693950177936,0.23084223013048635,0.1266315416264707,0.3407930202813737,1036.3515746756575
50-466,Quito,real_barrio_cne,4632,3227,0.1932210708117444,0.2198237885462555,0.29533678756476683,0.4876943005181347,0.14205526770293608,0.15328151986183075,0.0535405872193437,0.24179620034542315,0.1117982324572535,0.32043671846741983,1034.0492904943637
50-371,Quito,real_barrio_cne,2337,1854,0.07445442875481387,0.1357142857142857,0.24561403508771928,0.4813863928112965,0.12323491655969192,0.12237911852802738,0.015832263585793753,0.22978177150192555,0.2836121437422552,0.5562233385704759,1031.2380697096623
