zona_id,censo_internet_pct,censo_analf_digital_pct,censo_discapacidad_pct,censo_educ_superior_pct,censo_ocupacion_directiva_pct,censo_ocupacion_elemental_pct,censo_etnia_indigena_pct,censo_etnia_afro_pct,censo_etnia_montubio_pct,censo_etnia_mestizo_pct,censo_etnia_blanco_pct,censo_etnia_otro_pct,censo_agua_red_pct,censo_alcantarillado_pct,censo_electricidad_pct,censo_deficit_habitacional_pct,censo_vivienda_propia_pct,censo_internet_fijo_pct,censo_computadora_pct,censo_auto_pct,censo_hacinamiento_pct
70-002,0.7846831416687057,0.08245656961096158,0.027403963787619282,0.32224125275263027,0.12258380229997554,0.20479569366283337,0.07413750917543431,0.007095669195008564,0.009053095179838513,0.8945436750672865,0.015170051382432102,0.0,0.9688026981450253,0.978920741989882,0.9983136593591906,0.10033726812816189,0.6402997502081599,0.771856786011657,0.6577851790174855,0.4079933388842631,0.0507910074937552
70-908,0.8146300914380715,0.058187863674147966,0.034912718204488775,0.3765586034912718,0.15793848711554448,0.2028262676641729,0.03408146300914381,0.020781379883624274,0.00997506234413965,0.8944305901911886,0.040731504571903575,0.0,0.9302949061662198,0.8498659517426274,1.0,0.16621983914209115,0.7306666666666667,0.7946666666666666,0.6853333333333333,0.5733333333333334,0.029333333333333333
70-910,0.922093023255814,0.01744186046511628,0.01627906976744186,0.6674418604651163,0.40813953488372096,0.027906976744186046,0.002325581395348837,0.0,0.002325581395348837,0.8604651162790697,0.13488372093023257,0.0,0.996415770609319,1.0,1.0,0.014336917562724014,0.910394265232975,0.967741935483871,0.942652329749104,0.985663082437276,0.010752688172043012
70-912,0.8191030212047289,0.06436479639707263,0.03828110339650966,0.42090448489397636,0.211109026083693,0.1681366109964346,0.030024394820791892,0.009194970913867517,0.002251829611559392,0.8697691874648151,0.08744604991555639,0.0013135672734096453,0.9406001224739743,0.8995713410900184,0.9987752602571953,0.1904470300061237,0.7385542168674699,0.8174698795180723,0.7325301204819277,0.6331325301204819,0.04216867469879518
70-918,0.9382257315373896,0.013701811425917325,0.03320947515095216,0.6820715281003251,0.3762192289828147,0.0580585229911751,0.002786809103576405,0.005109150023223409,0.0041802136553646075,0.7819321876451463,0.20483046911286576,0.0011611704598235022,0.9642160052049447,0.9863370201691607,0.9993493819128172,0.03057905009759271,0.7206740116655865,0.9799092676604018,0.9293583927414129,0.9105638366817888,0.007128969539857421
70-999,0.8845890410958904,0.030821917808219176,0.020205479452054795,0.5215753424657534,0.3136986301369863,0.10993150684931507,0.017465753424657535,0.003767123287671233,0.006506849315068493,0.8441780821917808,0.1267123287671233,0.0013698630136986301,0.9383783783783783,0.6972972972972973,0.9848648648648649,0.12,0.7720430107526882,0.8956989247311828,0.8247311827956989,0.7817204301075269,0.024731182795698924
71-001,0.6775067750677507,0.21951219512195122,0.1111111111111111,0.14092140921409213,0.04065040650406504,0.22493224932249323,0.008130081300813009,0.0,0.0,0.967479674796748,0.02168021680216802,0.0027100271002710027,0.711864406779661,0.9067796610169492,0.9915254237288136,0.635593220338983,0.6302521008403361,0.6470588235294118,0.3277310924369748,0.2689075630252101,0.04201680672268908
71-908,0.6209366391184573,0.1443526170798898,0.050137741046831955,0.11955922865013774,0.017079889807162536,0.19063360881542699,0.07493112947658402,0.02534435261707989,0.008264462809917356,0.8881542699724518,0.003305785123966942,0.0,0.4386973180076628,0.07279693486590039,0.8984674329501916,0.4827586206896552,0.665406427221172,0.5444234404536862,0.2570888468809074,0.12098298676748583,0.10775047258979206
71-999,0.4761273209549072,0.28779840848806365,0.09416445623342175,0.1259946949602122,0.017241379310344827,0.21352785145888595,0.021220159151193633,0.01989389920424403,0.005305039787798408,0.946949602122016,0.006631299734748011,0.0,0.42696629213483145,0.10112359550561797,0.9438202247191011,0.6966292134831461,0.6245353159851301,0.5390334572490706,0.15985130111524162,0.20074349442379183,0.08921933085501858
72-001,0.6377245508982036,0.1601796407185629,0.09131736526946108,0.1122754491017964,0.0658682634730539,0.20508982035928144,0.0029940119760479044,0.011976047904191617,0.01347305389221557,0.9625748502994012,0.008982035928143712,0.0,0.9343629343629344,0.8455598455598455,0.9961389961389961,0.6177606177606177,0.49812734082397003,0.5617977528089888,0.2397003745318352,0.2247191011235955,0.0599250936329588
